#int_mass winds winds_init
0.5 5.98414951E-04 9.77679745E-04
0.6 3.90953551E-03 1.44598979E-03
0.7 1.52752696E-02 1.65836326E-03
0.8 2.65090637E-02 1.86403772E-03
0.9 3.67494142E-02 2.05773882E-03
1.0 4.69466423E-02 2.24882664E-03
1.1 2.92319610E-02 2.36256736E-03
1.2 6.72476555E-02 2.63262579E-03
1.3 7.65261806E-02 2.82151618E-03
1.4 8.51919999E-02 3.01468191E-03
1.5 9.31181015E-02 3.22409297E-03
1.6 1.00334162E-01 3.41454891E-03
1.7 1.06306815E-01 3.49580678E-03
1.8 1.11751725E-01 3.55139212E-03
1.9 1.16859977E-01 3.60264074E-03
2.0 1.20723754E-01 3.64951120E-03
