#int_mass winds winds_init
0.5 1.64161045E-06 1.64161045E-06
0.6 2.40497669E-06 2.42794429E-06
0.7 2.68534648E-06 2.78453806E-06
0.8 2.95931104E-06 3.12988361E-06
0.9 3.22259240E-06 3.45512482E-06
1.0 3.48434180E-06 3.77597812E-06
1.1 3.77489497E-06 3.96695881E-06
1.2 4.01690266E-06 4.42041071E-06
1.3 4.28717828E-06 4.73757432E-06
1.4 4.57041584E-06 5.06191661E-06
1.5 4.88550473E-06 5.41353623E-06
1.6 5.17442711E-06 5.73332853E-06
1.7 5.28672739E-06 5.86976766E-06
1.8 5.35916678E-06 5.96310035E-06
1.9 5.42633802E-06 6.04915130E-06
2.0 5.49142978E-06 6.12785093E-06
