#int_mass winds winds_init
0.5 2.02717276E-98 8.86229314E-99
0.6 4.58730183E-98 1.31073447E-98
0.7 1.83370159E-82 1.50324290E-98
0.8 3.39629663E-82 1.68967893E-98
0.9 3.99877563E-82 1.86526158E-98
1.0 7.27838190E-82 2.03847538E-98
1.1 7.05417041E-83 2.14157699E-98
1.2 5.74702695E-82 2.38637463E-98
1.3 7.13396560E-82 2.55759655E-98
1.4 3.81728497E-82 2.73269391E-98
1.5 1.09732997E-81 2.92251702E-98
1.6 5.84477422E-82 3.09515805E-98
1.7 1.07078085E-81 3.16881520E-98
1.8 1.28917115E-81 3.21920119E-98
1.9 1.34495645E-81 3.26565611E-98
2.0 7.34719540E-82 3.30814239E-98
