#int_mass winds winds_init
0.5 8.86229314E-99 8.86229314E-99
0.6 1.31073447E-98 1.31073447E-98
0.7 1.50324290E-98 1.50324290E-98
0.8 1.68967893E-98 1.68967893E-98
0.9 1.86526157E-98 1.86526158E-98
1.0 2.03847538E-98 2.03847538E-98
1.1 2.14157699E-98 2.14157699E-98
1.2 2.38637463E-98 2.38637463E-98
1.3 2.55759655E-98 2.55759655E-98
1.4 2.73269391E-98 2.73269391E-98
1.5 2.92251702E-98 2.92251702E-98
1.6 3.09515805E-98 3.09515805E-98
1.7 3.16881520E-98 3.16881520E-98
1.8 3.21920119E-98 3.21920119E-98
1.9 3.26565611E-98 3.26565611E-98
2.0 3.30814239E-98 3.30814239E-98
