#int_mass winds winds_init
0.5 1.40417352E-40 8.86229314E-99
0.6 1.83909960E-17 1.31073447E-98
0.7 6.87434978E-17 1.50324290E-98
0.8 1.12617771E-16 1.68967893E-98
0.9 1.50914267E-16 1.86526158E-98
1.0 1.83835998E-16 2.03847538E-98
1.1 1.34176002E-16 2.14157699E-98
1.2 2.39734467E-16 2.38637463E-98
1.3 2.68046795E-16 2.55759655E-98
1.4 2.93057506E-16 2.73269391E-98
1.5 3.14069438E-16 2.92251702E-98
1.6 3.33149166E-16 3.09515805E-98
1.7 3.49278338E-16 3.16881520E-98
1.8 3.65967935E-16 3.21920119E-98
1.9 4.23367597E-16 3.26565611E-98
2.0 3.95970586E-16 3.30814239E-98
