#wind_eta winds winds_init
0.5 4.12637760E-06 4.12637760E-06
0.6 4.67860126E-06 4.67860126E-06
0.7 5.10725956E-06 5.10725956E-06
0.8 5.53281032E-06 5.53281534E-06
0.9 5.93613662E-06 5.75708244E-06
1.0 6.35357825E-06 6.01905168E-06
1.1 6.79395638E-06 6.32891076E-06
1.2 6.93089202E-06 6.47613112E-06
1.3 7.47248880E-06 6.85706938E-06
1.4 7.77860887E-06 7.11992570E-06
1.5 8.04331047E-06 7.36605025E-06
1.6 8.28533016E-06 7.60218312E-06
1.7 8.45964316E-06 7.77233721E-06
1.8 8.60960500E-06 7.91912964E-06
1.9 8.73676382E-06 8.04379233E-06
2.0 8.85208991E-06 8.15912320E-06
