#int_mass winds winds_init
0.5 1.67673236E-98 8.86229314E-99
0.6 1.39240830E-98 1.31073447E-98
0.7 1.66095408E-98 1.50324290E-98
0.8 1.87776204E-98 1.68967893E-98
0.9 1.93442511E-98 1.86526158E-98
1.0 2.09983755E-98 2.03847538E-98
1.1 2.57427031E-98 2.14157699E-98
1.2 2.60837094E-98 2.38637463E-98
1.3 3.00596192E-98 2.55759655E-98
1.4 3.70430037E-98 2.73269391E-98
1.5 4.67619749E-98 2.92251702E-98
1.6 4.95837470E-98 3.09515805E-98
1.7 4.89988720E-98 3.16881520E-98
1.8 5.11849472E-98 3.21920119E-98
1.9 5.22150782E-98 3.26565611E-98
2.0 5.50862491E-98 3.30814239E-98
