#wind_eta winds winds_init
0.5 2.57258637E-98 1.82174304E-98
0.6 2.29329916E-98 2.06554274E-98
0.7 3.09490782E-98 2.25478991E-98
0.8 5.77252902E-98 2.44266736E-98
0.9 6.72926759E-98 2.54167841E-98
1.0 6.03425234E-98 2.65733449E-98
1.1 4.27507838E-98 2.79413332E-98
1.2 4.24147270E-98 2.85912923E-98
1.3 4.42904898E-98 3.02730861E-98
1.4 4.04566279E-98 3.14335632E-98
1.5 3.86145871E-98 3.25201717E-98
1.6 3.67803523E-98 3.35626682E-98
1.7 3.67579341E-98 3.43138767E-98
1.8 3.57978455E-98 3.49619466E-98
1.9 3.55603609E-98 3.55123165E-98
2.0 3.66675343E-98 3.60214875E-98
