#wind_eta winds winds_init
0.5 1.29572166E-03 1.20623878E-03
0.6 1.49054555E-03 1.36766695E-03
0.7 1.60668793E-03 1.49297401E-03
0.8 1.71511920E-03 1.61737414E-03
0.9 2.17075692E-03 1.68293277E-03
1.0 2.58084486E-03 1.75951264E-03
1.1 2.96418956E-03 1.85009185E-03
1.2 2.98938368E-03 1.89312788E-03
1.3 3.47446854E-03 2.00448523E-03
1.4 3.65810269E-03 2.08132442E-03
1.5 3.78225614E-03 2.15327251E-03
1.6 3.87052034E-03 2.22229979E-03
1.7 3.93293092E-03 2.27203989E-03
1.8 3.98420999E-03 2.31495083E-03
1.9 4.02672420E-03 2.35139271E-03
2.0 4.05941729E-03 2.38510668E-03
