#wind_eta winds winds_init
0.5 4.57628823E-08 4.57628823E-08
0.6 5.18872240E-08 5.18872240E-08
0.7 5.66411852E-08 5.66411852E-08
0.8 6.13607316E-08 6.13607386E-08
0.9 6.35580730E-08 6.38479343E-08
1.0 6.61923788E-08 6.67532592E-08
1.1 6.93768941E-08 7.01896982E-08
1.2 7.10293811E-08 7.18224202E-08
1.3 7.49057893E-08 7.60471506E-08
1.4 7.77033322E-08 7.89623135E-08
1.5 8.03583029E-08 8.16919156E-08
1.6 8.29244393E-08 8.43107067E-08
1.7 8.47766698E-08 8.61977713E-08
1.8 8.63757605E-08 8.78257476E-08
1.9 8.77351411E-08 8.92082978E-08
2.0 8.89976707E-08 9.04873549E-08
