#int_mass winds winds_init
0.5 1.44254331E-97 8.86229314E-99
0.6 1.78210441E-97 1.31073447E-98
0.7 2.25491469E-97 1.50324290E-98
0.8 2.47815653E-97 1.68967893E-98
0.9 2.69069816E-97 1.86526158E-98
1.0 2.90092352E-97 2.03847538E-98
1.1 3.33775335E-97 2.14157699E-98
1.2 3.64225616E-97 2.38637463E-98
1.3 3.92733928E-97 2.55759655E-98
1.4 4.37281781E-97 2.73269391E-98
1.5 4.72316530E-97 2.92251702E-98
1.6 5.09556601E-97 3.09515805E-98
1.7 5.07615744E-97 3.16881520E-98
1.8 5.45214717E-97 3.21920119E-98
1.9 5.57052587E-97 3.26565611E-98
2.0 5.46740833E-97 3.30814239E-98
