#int_mass winds winds_init
0.5 7.11597902E-05 1.31398719E-04
0.6 8.28896187E-05 1.94338900E-04
0.7 9.64577372E-05 2.22881582E-04
0.8 1.10040323E-04 2.50523926E-04
0.9 1.23458085E-04 2.76557069E-04
1.0 1.37110639E-04 3.02238991E-04
1.1 1.45516928E-04 3.17525576E-04
1.2 1.48642624E-04 3.53821031E-04
1.3 1.51094618E-04 3.79207622E-04
1.4 1.52265039E-04 4.05168812E-04
1.5 1.52450078E-04 4.33313350E-04
1.6 1.52473957E-04 4.58910348E-04
1.7 1.52179614E-04 4.69831286E-04
1.8 1.51718793E-04 4.77301874E-04
1.9 1.52634522E-04 4.84189614E-04
2.0 1.52512180E-04 4.90488934E-04
