#int_mass winds winds_init
0.5 1.22511317E-04 1.22511441E-04
0.6 1.81503418E-04 1.81194602E-04
0.7 2.09004661E-04 2.07806773E-04
0.8 2.35522747E-04 2.33579501E-04
0.9 2.60414724E-04 2.57851867E-04
1.0 2.84893675E-04 2.81796768E-04
1.1 2.98445456E-04 2.96049430E-04
1.2 3.33809593E-04 3.29890008E-04
1.3 3.57772944E-04 3.53559552E-04
1.4 3.82220510E-04 3.77764832E-04
1.5 4.08653875E-04 4.04005787E-04
1.6 4.32665217E-04 4.27871508E-04
1.7 4.42948303E-04 4.38053798E-04
1.8 4.49999928E-04 4.45019106E-04
1.9 4.56513217E-04 4.51440986E-04
2.0 4.62424999E-04 4.57314246E-04
