#int_mass winds winds_init
0.5 2.71041440E-98 8.86229314E-99
0.6 4.84425634E-57 1.31073447E-98
0.7 1.82781850E-50 1.50324290E-98
0.8 2.31399337E-50 1.68967893E-98
0.9 2.62167639E-50 1.86526158E-98
1.0 3.31156554E-50 2.03847538E-98
1.1 2.54131746E-50 2.14157699E-98
1.2 4.19429181E-50 2.38637463E-98
1.3 4.66692534E-50 2.55759655E-98
1.4 5.06030422E-50 2.73269391E-98
1.5 4.84571363E-50 2.92251702E-98
1.6 5.37206641E-50 3.09515805E-98
1.7 6.22703305E-50 3.16881520E-98
1.8 6.72203529E-50 3.21920119E-98
1.9 7.06920906E-50 3.26565611E-98
2.0 7.10276752E-50 3.30814239E-98
