#int_mass winds winds_init
0.5 2.58570775E-05 2.58570775E-05
0.6 4.18989633E-05 3.82426559E-05
0.7 5.72429502E-05 4.38593800E-05
0.8 7.00236477E-05 4.92989326E-05
0.9 8.07346002E-05 5.44218211E-05
1.0 9.01217839E-05 5.94755953E-05
1.1 8.85689925E-05 6.24837404E-05
1.2 1.05203179E-04 6.96260810E-05
1.3 1.11379026E-04 7.46217388E-05
1.4 1.17273380E-04 7.97304683E-05
1.5 1.23341861E-04 8.52688442E-05
1.6 1.28540814E-04 9.03059067E-05
1.7 1.30701755E-04 9.24549652E-05
1.8 1.32081783E-04 9.39250525E-05
1.9 1.33304553E-04 9.52804448E-05
2.0 1.34334389E-04 9.65200460E-05
