#int_mass winds winds_init
0.5 9.63348352E-99 8.86229314E-99
0.6 1.17173668E-97 1.31073447E-98
0.7 1.06368364E-97 1.50324290E-98
0.8 1.13347651E-97 1.68967893E-98
0.9 1.23491479E-97 1.86526158E-98
1.0 1.37568152E-97 2.03847538E-98
1.1 1.51442930E-97 2.14157699E-98
1.2 1.38341322E-97 2.38637463E-98
1.3 1.29094598E-97 2.55759655E-98
1.4 1.31056683E-97 2.73269391E-98
1.5 1.43206157E-97 2.92251702E-98
1.6 1.41493605E-97 3.09515805E-98
1.7 1.37925434E-97 3.16881520E-98
1.8 1.41325488E-97 3.21920119E-98
1.9 1.36818571E-97 3.26565611E-98
2.0 1.29344311E-97 3.30814239E-98
