#int_mass winds winds_init
0.5 2.22624195E-08 2.22624195E-08
0.6 3.28372865E-08 3.29261513E-08
0.7 3.74155605E-08 3.77620368E-08
0.8 4.18834480E-08 4.24453813E-08
0.9 4.61180254E-08 4.68560845E-08
1.0 5.03167652E-08 5.12072816E-08
1.1 5.31033032E-08 5.37972335E-08
1.2 5.88205485E-08 5.99466439E-08
1.3 6.30390125E-08 6.42478040E-08
1.4 6.73699871E-08 6.86463166E-08
1.5 7.20813873E-08 7.34147458E-08
1.6 7.63765844E-08 7.77515545E-08
1.7 7.81964828E-08 7.96018504E-08
1.8 7.94384400E-08 8.08675657E-08
1.9 8.05873280E-08 8.20345310E-08
2.0 8.16400262E-08 8.31018025E-08
