#wind_eta winds winds_init
0.5 2.68314723E-98 1.82174304E-98
0.6 2.57271863E-98 2.06554274E-98
0.7 2.88135823E-98 2.25478991E-98
0.8 3.18806992E-98 2.44266736E-98
0.9 1.48606391E-91 2.54167841E-98
1.0 1.19762069E-93 2.65733449E-98
1.1 9.22856953E-85 2.79413332E-98
1.2 6.00510244E-85 2.85912923E-98
1.3 2.56863541E-72 3.02730861E-98
1.4 6.36110657E-71 3.14335632E-98
1.5 6.20888693E-71 3.25201717E-98
1.6 3.50583663E-71 3.35626682E-98
1.7 3.08699593E-71 3.43138767E-98
1.8 1.27210392E-70 3.49619466E-98
1.9 3.39948828E-71 3.55123165E-98
2.0 8.34242543E-71 3.60214875E-98
