#wind_eta winds winds_init
0.5 7.74102871E-04 1.05435028E-03
0.6 8.82640426E-04 1.19545156E-03
0.7 8.88337303E-04 1.30498008E-03
0.8 8.93187723E-04 1.41371585E-03
0.9 1.16654007E-03 1.47101940E-03
1.0 1.35919345E-03 1.53795640E-03
1.1 1.49916789E-03 1.61712996E-03
1.2 1.49025704E-03 1.65474693E-03
1.3 1.62495858E-03 1.75208227E-03
1.4 1.63514962E-03 1.81924593E-03
1.5 1.61581199E-03 1.88213438E-03
1.6 1.57894169E-03 1.94246981E-03
1.7 1.55417940E-03 1.98594669E-03
1.8 1.53248494E-03 2.02345432E-03
1.9 1.51452633E-03 2.05530747E-03
2.0 1.49554669E-03 2.08477621E-03
