#wind_eta winds winds_init
0.5 2.77324039E-97 1.82174304E-98
0.6 2.98891485E-97 2.06554274E-98
0.7 2.34285656E-56 2.25478991E-98
0.8 1.07811011E-54 2.44266736E-98
0.9 1.67917245E-45 2.54167841E-98
1.0 2.29648355E-50 2.65733449E-98
1.1 2.86212658E-50 2.79413332E-98
1.2 3.15905859E-50 2.85912923E-98
1.3 3.28526788E-49 3.02730861E-98
1.4 1.44666809E-45 3.14335632E-98
1.5 9.52836240E-45 3.25201717E-98
1.6 1.08001575E-44 3.35626682E-98
1.7 7.15853978E-45 3.43138767E-98
1.8 1.10421230E-44 3.49619466E-98
1.9 1.12729772E-44 3.55123165E-98
2.0 1.36092231E-44 3.60214875E-98
