#int_mass winds winds_init
0.5 2.93812711E-19 8.86229314E-99
0.6 1.66089410E-07 1.31073447E-98
0.7 7.41114860E-07 1.50324290E-98
0.8 1.31345212E-06 1.68967893E-98
0.9 1.83357146E-06 1.86526158E-98
1.0 2.34929420E-06 2.03847538E-98
1.1 1.42731778E-06 2.14157699E-98
1.2 3.37250526E-06 2.38637463E-98
1.3 3.83553781E-06 2.55759655E-98
1.4 4.26296532E-06 2.73269391E-98
1.5 4.65412309E-06 2.92251702E-98
1.6 5.00403579E-06 3.09515805E-98
1.7 5.28815259E-06 3.16881520E-98
1.8 5.54198351E-06 3.21920119E-98
1.9 5.77609041E-06 3.26565611E-98
2.0 5.94991137E-06 3.30814239E-98
