#int_mass winds winds_init
0.5 1.44758997E-97 8.86229314E-99
0.6 2.12291703E-97 1.31073447E-98
0.7 2.24617375E-97 1.50324290E-98
0.8 2.74613620E-97 1.68967893E-98
0.9 2.94218576E-97 1.86526158E-98
1.0 2.99319423E-97 2.03847538E-98
1.1 3.82297051E-97 2.14157699E-98
1.2 4.02418762E-97 2.38637463E-98
1.3 4.21447486E-97 2.55759655E-98
1.4 4.44384937E-97 2.73269391E-98
1.5 4.11189186E-97 2.92251702E-98
1.6 4.56627133E-97 3.09515805E-98
1.7 5.29835315E-97 3.16881520E-98
1.8 5.78080221E-97 3.21920119E-98
1.9 5.73662623E-97 3.26565611E-98
2.0 5.30566527E-97 3.30814239E-98
