#int_mass winds winds_init
0.5 1.68893098E-98 8.86229314E-99
0.6 1.84378539E-98 1.31073447E-98
0.7 2.55213558E-98 1.50324290E-98
0.8 3.09765595E-98 1.68967893E-98
0.9 2.84675329E-98 1.86526158E-98
1.0 1.60479548E-97 2.03847538E-98
1.1 3.16016811E-98 2.14157699E-98
1.2 1.42536614E-89 2.38637463E-98
1.3 2.46924796E-89 2.55759655E-98
1.4 1.02085231E-88 2.73269391E-98
1.5 1.55331782E-91 2.92251702E-98
1.6 8.87018601E-91 3.09515805E-98
1.7 7.36746117E-88 3.16881520E-98
1.8 5.41968831E-89 3.21920119E-98
1.9 9.89277022E-89 3.26565611E-98
2.0 1.45677781E-90 3.30814239E-98
