#int_mass winds winds_init
0.5 4.84288836E-04 2.57466766E-04
0.6 4.73438741E-04 3.80793727E-04
0.7 5.07496800E-04 4.36721152E-04
0.8 5.40845329E-04 4.90884428E-04
0.9 5.73625259E-04 5.41894583E-04
1.0 6.07540286E-04 5.92216546E-04
1.1 8.83904326E-04 6.22169560E-04
1.2 1.20438821E-03 6.93288012E-04
1.3 1.52876377E-03 7.43031292E-04
1.4 1.77453266E-03 7.93900462E-04
1.5 1.80159273E-03 8.49047751E-04
1.6 1.83264393E-03 8.99203310E-04
1.7 1.86756780E-03 9.20602138E-04
1.8 1.90001816E-03 9.35240243E-04
1.9 1.85980613E-03 9.48736295E-04
2.0 1.87699739E-03 9.61079381E-04
