#int_mass winds winds_init
0.5 4.61787979E-04 4.50076270E-04
0.6 7.19990551E-04 6.65663470E-04
0.7 8.23880976E-04 7.63429901E-04
0.8 9.24924602E-04 8.58112433E-04
0.9 1.02017979E-03 9.47283011E-04
1.0 1.11393564E-03 1.03525056E-03
1.1 1.16452031E-03 1.08761127E-03
1.2 1.30324717E-03 1.21193305E-03
1.3 1.39631364E-03 1.29888901E-03
1.4 1.49072844E-03 1.38781313E-03
1.5 1.59190174E-03 1.48421581E-03
1.6 1.68495292E-03 1.57189248E-03
1.7 1.72660343E-03 1.60929965E-03
1.8 1.75589286E-03 1.63488845E-03
1.9 1.78283163E-03 1.65848082E-03
2.0 1.80709598E-03 1.68005770E-03
