#wind_eta winds winds_init
0.5 5.90428866E-06 5.90428866E-06
0.6 6.69444607E-06 6.69444607E-06
0.7 7.30779817E-06 7.30779817E-06
0.8 7.91673402E-06 7.91671098E-06
0.9 8.19206538E-06 8.23760688E-06
1.0 8.57582357E-06 8.61244946E-06
1.1 9.07188358E-06 9.05581593E-06
1.2 9.28055372E-06 9.26646836E-06
1.3 9.95640934E-06 9.81153953E-06
1.4 1.04137187E-05 1.01876514E-05
1.5 1.08432425E-05 1.05398224E-05
1.6 1.12566274E-05 1.08776966E-05
1.7 1.15489972E-05 1.11211641E-05
1.8 1.18003855E-05 1.13312042E-05
1.9 1.20122292E-05 1.15095797E-05
2.0 1.22067930E-05 1.16746026E-05
