#int_mass winds winds_init
0.5 6.99588008E-35 8.86229314E-99
0.6 9.16277087E-12 1.31073447E-98
0.7 3.42494186E-11 1.50324290E-98
0.8 5.61084800E-11 1.68967893E-98
0.9 7.51885786E-11 1.86526158E-98
1.0 9.15908594E-11 2.03847538E-98
1.1 6.68492322E-11 2.14157699E-98
1.2 1.19440622E-10 2.38637463E-98
1.3 1.33546403E-10 2.55759655E-98
1.4 1.46007252E-10 2.73269391E-98
1.5 1.56475827E-10 2.92251702E-98
1.6 1.65981738E-10 3.09515805E-98
1.7 1.74017622E-10 3.16881520E-98
1.8 1.82332721E-10 3.21920119E-98
1.9 2.10930408E-10 3.26565611E-98
2.0 1.97280656E-10 3.30814239E-98
