#int_mass winds winds_init
0.5 6.34963450E-98 8.86229314E-99
0.6 2.04222664E-97 1.31073447E-98
0.7 2.19122699E-97 1.50324290E-98
0.8 2.23735219E-97 1.68967893E-98
0.9 2.22737762E-97 1.86526158E-98
1.0 2.48024197E-97 2.03847538E-98
1.1 2.59586725E-97 2.14157699E-98
1.2 2.38135498E-97 2.38637463E-98
1.3 2.73756688E-97 2.55759655E-98
1.4 3.02067919E-97 2.73269391E-98
1.5 3.39239923E-97 2.92251702E-98
1.6 3.79339310E-97 3.09515805E-98
1.7 3.85893522E-97 3.16881520E-98
1.8 3.78092780E-97 3.21920119E-98
1.9 4.10871431E-97 3.26565611E-98
2.0 3.99005474E-97 3.30814239E-98
