#int_mass winds winds_init
0.5 2.12925238E-98 8.86229314E-99
0.6 2.57693702E-49 1.31073447E-98
0.7 4.10385961E-44 1.50324290E-98
0.8 5.17018132E-44 1.68967893E-98
0.9 5.86192932E-44 1.86526158E-98
1.0 7.30661711E-44 2.03847538E-98
1.1 5.64587713E-44 2.14157699E-98
1.2 9.25042537E-44 2.38637463E-98
1.3 1.02394715E-43 2.55759655E-98
1.4 1.09935278E-43 2.73269391E-98
1.5 1.09045003E-43 2.92251702E-98
1.6 1.20710165E-43 3.09515805E-98
1.7 1.37645782E-43 3.16881520E-98
1.8 1.49517460E-43 3.21920119E-98
1.9 1.56138480E-43 3.26565611E-98
2.0 1.56286542E-43 3.30814239E-98
