#wind_eta winds winds_init
0.5 5.26743916E-98 1.82174304E-98
0.6 1.07373117E-97 2.06554274E-98
0.7 2.20994617E-48 2.25478991E-98
0.8 1.32709187E-45 2.44266736E-98
0.9 3.97608945E-41 2.54167841E-98
1.0 1.27926672E-38 2.65733449E-98
1.1 1.40297209E-38 2.79413332E-98
1.2 1.25974156E-38 2.85912923E-98
1.3 1.88573051E-38 3.02730861E-98
1.4 2.62711612E-38 3.14335632E-98
1.5 2.78159808E-38 3.25201717E-98
1.6 3.28286811E-38 3.35626682E-98
1.7 3.33260005E-38 3.43138767E-98
1.8 4.15524619E-38 3.49619466E-98
1.9 4.11788653E-38 3.55123165E-98
2.0 4.61565532E-38 3.60214875E-98
