#int_mass winds winds_init
0.5 5.13770758E-98 9.41497012E-99
0.6 9.57817671E-43 1.39247547E-98
0.7 7.22534659E-40 1.59698926E-98
0.8 1.17740105E-38 1.79505196E-98
0.9 1.06033190E-39 1.98158442E-98
1.0 1.32954601E-39 2.16560032E-98
1.1 9.77664137E-40 2.27513163E-98
1.2 1.76786120E-39 2.53519552E-98
1.3 2.00999954E-39 2.71709531E-98
1.4 2.08433321E-39 2.90311222E-98
1.5 2.16094495E-39 3.10477323E-98
1.6 2.41019519E-39 3.28818062E-98
1.7 2.70988730E-39 3.36643124E-98
1.8 2.97267536E-39 3.41995944E-98
1.9 3.25841898E-39 3.46931141E-98
2.0 3.19483931E-39 3.51444725E-98
