#wind_eta winds winds_init
0.5 2.91543105E-98 1.82174304E-98
0.6 3.45647175E-98 2.06554274E-98
0.7 4.58536346E-98 2.25478991E-98
0.8 4.55492150E-98 2.44266736E-98
0.9 4.62698742E-93 2.54167841E-98
1.0 3.91220829E-98 2.65733449E-98
1.1 8.39915006E-94 2.79413332E-98
1.2 2.70514942E-95 2.85912923E-98
1.3 6.48786276E-90 3.02730861E-98
1.4 1.60847003E-90 3.14335632E-98
1.5 8.41103402E-91 3.25201717E-98
1.6 1.88282475E-90 3.35626682E-98
1.7 3.94066060E-91 3.43138767E-98
1.8 5.88754771E-91 3.49619466E-98
1.9 3.74887173E-91 3.55123165E-98
2.0 4.33898335E-91 3.60214875E-98
