#wind_eta winds winds_init
0.5 1.82174304E-98 1.82174304E-98
0.6 2.06554274E-98 2.06554274E-98
0.7 2.25478991E-98 2.25478991E-98
0.8 2.44266736E-98 2.44266736E-98
0.9 2.54167842E-98 2.54167841E-98
1.0 2.65733450E-98 2.65733449E-98
1.1 2.79413333E-98 2.79413332E-98
1.2 2.85912924E-98 2.85912923E-98
1.3 3.02730862E-98 3.02730861E-98
1.4 3.14335633E-98 3.14335632E-98
1.5 3.25201718E-98 3.25201717E-98
1.6 3.35626683E-98 3.35626682E-98
1.7 3.43138768E-98 3.43138767E-98
1.8 3.49619467E-98 3.49619466E-98
1.9 3.55123166E-98 3.55123165E-98
2.0 3.60214876E-98 3.60214875E-98
