#wind_eta winds winds_init
0.5 3.10095018E-04 3.10095018E-04
0.6 3.51594324E-04 3.51594324E-04
0.7 3.83807760E-04 3.83807760E-04
0.8 4.15787741E-04 4.15788045E-04
0.9 4.40100584E-04 4.32641594E-04
1.0 4.64128824E-04 4.52328439E-04
1.1 4.90288234E-04 4.75614180E-04
1.2 5.00963461E-04 4.86677708E-04
1.3 5.31988947E-04 5.15305010E-04
1.4 5.51427318E-04 5.35058519E-04
1.5 5.68966855E-04 5.53554644E-04
1.6 5.85425278E-04 5.71299900E-04
1.7 5.97395512E-04 5.84086886E-04
1.8 6.07726570E-04 5.95118258E-04
1.9 6.16522700E-04 6.04486591E-04
2.0 6.24612117E-04 6.13153642E-04
