#wind_eta winds winds_init
0.5 1.96197322E-97 1.85906626E-98
0.6 1.15325465E-97 2.10786083E-98
0.7 4.31952011E-85 2.30098523E-98
0.8 5.86651650E-82 2.49271184E-98
0.9 6.53799398E-89 2.59375140E-98
1.0 1.04431524E-81 2.71177700E-98
1.1 3.66829643E-86 2.85137851E-98
1.2 2.70740151E-86 2.91770603E-98
1.3 1.89525646E-77 3.08933101E-98
1.4 1.09536110E-74 3.20775627E-98
1.5 6.12241616E-76 3.31864332E-98
1.6 2.31716285E-76 3.42502880E-98
1.7 2.13453790E-76 3.50168870E-98
1.8 4.03348566E-74 3.56782343E-98
1.9 7.89523030E-75 3.62398799E-98
2.0 9.44088564E-76 3.67594827E-98
