#int_mass winds winds_init
0.5 1.07472808E-98 8.86229314E-99
0.6 2.17417946E-98 1.31073447E-98
0.7 7.17213971E-83 1.50324290E-98
0.8 1.33401916E-82 1.68967893E-98
0.9 1.57651902E-82 1.86526158E-98
1.0 3.33835354E-81 2.03847538E-98
1.1 2.71789084E-83 2.14157699E-98
1.2 2.93963882E-82 2.38637463E-98
1.3 2.81698785E-82 2.55759655E-98
1.4 1.48622458E-82 2.73269391E-98
1.5 4.35164196E-82 2.92251702E-98
1.6 4.42189780E-82 3.09515805E-98
1.7 4.23300608E-82 3.16881520E-98
1.8 5.06453723E-82 3.21920119E-98
1.9 5.35040138E-82 3.26565611E-98
2.0 2.89554722E-82 3.30814239E-98
