#int_mass winds winds_init
0.5 2.79220582E-98 8.86229314E-99
0.6 1.79752788E-41 1.31073447E-98
0.7 9.27382232E-39 1.50324290E-98
0.8 1.20041022E-38 1.68967893E-98
0.9 1.39835374E-38 1.86526158E-98
1.0 1.77534471E-38 2.03847538E-98
1.1 1.28169895E-38 2.14157699E-98
1.2 2.33336251E-38 2.38637463E-98
1.3 2.65697198E-38 2.55759655E-98
1.4 2.89545974E-38 2.73269391E-98
1.5 2.96291644E-38 2.92251702E-98
1.6 3.30639096E-38 3.09515805E-98
1.7 3.80356568E-38 3.16881520E-98
1.8 4.18386858E-38 3.21920119E-98
1.9 4.51744438E-38 3.26565611E-98
2.0 4.56870038E-38 3.30814239E-98
