#int_mass winds winds_init
0.5 3.09560999E-98 8.91031378E-99
0.6 3.53439581E-98 1.31783673E-98
0.7 2.29274283E-91 1.51138827E-98
0.8 2.52788186E-86 1.69883452E-98
0.9 1.85932495E-87 1.87536856E-98
1.0 2.26388250E-86 2.04952093E-98
1.1 1.45041498E-89 2.15318121E-98
1.2 5.22407657E-87 2.39930529E-98
1.3 1.98477859E-87 2.57145498E-98
1.4 1.73428607E-87 2.74750111E-98
1.5 7.98632785E-88 2.93835278E-98
1.6 3.30516974E-86 3.11192927E-98
1.7 1.98423926E-88 3.18598554E-98
1.8 3.17885661E-86 3.23664455E-98
1.9 1.11866745E-86 3.28335118E-98
2.0 7.83207641E-88 3.32606767E-98
