#int_mass winds winds_init
0.5 3.36357330E-98 8.86229314E-99
0.6 3.17749242E-53 1.31073447E-98
0.7 2.14495855E-47 1.50324290E-98
0.8 2.70107174E-47 1.68967893E-98
0.9 3.06464042E-47 1.86526158E-98
1.0 3.88149430E-47 2.03847538E-98
1.1 2.95289802E-47 2.14157699E-98
1.2 4.81301977E-47 2.38637463E-98
1.3 5.34068584E-47 2.55759655E-98
1.4 5.73961317E-47 2.73269391E-98
1.5 5.70075092E-47 2.92251702E-98
1.6 6.30608293E-47 3.09515805E-98
1.7 7.18965431E-47 3.16881520E-98
1.8 7.80693890E-47 3.21920119E-98
1.9 8.13745870E-47 3.26565611E-98
2.0 8.16388617E-47 3.30814239E-98
