#wind_eta winds winds_init
0.5 5.53290913E-98 1.82174304E-98
0.6 3.03852359E-98 2.06554274E-98
0.7 7.21445743E-75 2.25478991E-98
0.8 8.75257050E-68 2.44266736E-98
0.9 1.71207176E-54 2.54167841E-98
1.0 1.36327241E-47 2.65733449E-98
1.1 1.49633205E-47 2.79413332E-98
1.2 1.37772104E-47 2.85912923E-98
1.3 2.03711424E-47 3.02730861E-98
1.4 2.61658902E-47 3.14335632E-98
1.5 2.63920180E-47 3.25201717E-98
1.6 3.06984745E-47 3.35626682E-98
1.7 2.99667381E-47 3.43138767E-98
1.8 3.61755572E-47 3.49619466E-98
1.9 3.58327145E-47 3.55123165E-98
2.0 3.94574224E-47 3.60214875E-98
