#wind_eta winds winds_init
0.5 2.95263491E-04 5.15814183E-04
0.6 3.16439160E-04 5.84844413E-04
0.7 3.16306755E-04 6.38428465E-04
0.8 3.16201268E-04 6.91624689E-04
0.9 3.16854783E-04 7.19658999E-04
1.0 3.17082801E-04 7.52406233E-04
1.1 3.17040223E-04 7.91139893E-04
1.2 3.16160271E-04 8.09543043E-04
1.3 3.17219015E-04 8.57161894E-04
1.4 3.17220003E-04 8.90020016E-04
1.5 3.17199373E-04 9.20786598E-04
1.6 3.16808182E-04 9.50304179E-04
1.7 3.17319606E-04 9.71574139E-04
1.8 3.16855289E-04 9.89923798E-04
1.9 3.17498660E-04 1.00550715E-03
2.0 3.17131609E-04 1.01992398E-03
