#int_mass winds winds_init
0.5 2.10056297E-09 6.60467421E-09
0.6 2.08231138E-09 9.76832293E-09
0.7 2.07237556E-09 1.12030029E-08
0.8 2.06671698E-09 1.25924281E-08
0.9 2.08152318E-09 1.39009677E-08
1.0 2.04576562E-09 1.51918534E-08
1.1 2.10097476E-09 1.59602240E-08
1.2 2.10103740E-09 1.77845923E-08
1.3 2.08460358E-09 1.90606333E-08
1.4 2.08700464E-09 2.03655563E-08
1.5 2.08314117E-09 2.17802238E-08
1.6 2.07848637E-09 2.30668409E-08
1.7 2.05045348E-09 2.36157750E-08
1.8 2.05102745E-09 2.39912794E-08
1.9 2.08956090E-09 2.43374873E-08
2.0 2.06637514E-09 2.46541187E-08
