#int_mass winds winds_init
0.5 3.78584759E-04 3.78584759E-04
0.6 5.53492858E-04 5.59927418E-04
0.7 6.16241556E-04 6.42164326E-04
0.8 6.79048421E-04 7.21807190E-04
0.9 7.40096730E-04 7.96813638E-04
1.0 8.01626355E-04 8.70808151E-04
1.1 8.63620407E-04 9.14851717E-04
1.2 9.29431499E-04 1.01942584E-03
1.3 9.94823528E-04 1.09256945E-03
1.4 1.06318917E-03 1.16736859E-03
1.5 1.13879228E-03 1.24845837E-03
1.6 1.20832904E-03 1.32220820E-03
1.7 1.23665091E-03 1.35367350E-03
1.8 1.25562709E-03 1.37519769E-03
1.9 1.27326975E-03 1.39504258E-03
2.0 1.28997916E-03 1.41319212E-03
