#wind_eta winds winds_init
0.5 1.99924286E-97 1.82174304E-98
0.6 3.37758326E-97 2.06554274E-98
0.7 3.62571241E-97 2.25478991E-98
0.8 4.09990757E-97 2.44266736E-98
0.9 4.07988894E-97 2.54167841E-98
1.0 4.53882282E-97 2.65733449E-98
1.1 4.39478828E-97 2.79413332E-98
1.2 4.68879784E-97 2.85912923E-98
1.3 4.58231761E-97 3.02730861E-98
1.4 4.53607337E-97 3.14335632E-98
1.5 4.57988452E-97 3.25201717E-98
1.6 4.97545954E-97 3.35626682E-98
1.7 5.07461908E-97 3.43138767E-98
1.8 4.91649834E-97 3.49619466E-98
1.9 5.15225159E-97 3.55123165E-98
2.0 5.39209035E-97 3.60214875E-98
