#wind_eta winds winds_init
0.5 2.75326030E-98 1.82174304E-98
0.6 4.47389600E-98 2.06554274E-98
0.7 5.21195814E-98 2.25478991E-98
0.8 4.42078415E-98 2.44266736E-98
0.9 1.26626292E-95 2.54167841E-98
1.0 1.18794557E-93 2.65733449E-98
1.1 4.46599877E-86 2.79413332E-98
1.2 2.78937437E-86 2.85912923E-98
1.3 2.08172089E-74 3.02730861E-98
1.4 6.41079665E-73 3.14335632E-98
1.5 5.26414897E-73 3.25201717E-98
1.6 2.82606897E-73 3.35626682E-98
1.7 2.45308670E-73 3.43138767E-98
1.8 1.26015229E-72 3.49619466E-98
1.9 2.53635410E-73 3.55123165E-98
2.0 6.63752149E-73 3.60214875E-98
