#wind_eta winds winds_init
0.5 9.63723236E-98 1.84341534E-98
0.6 9.19698347E-98 2.09011539E-98
0.7 1.08907231E-97 2.28161393E-98
0.8 1.05977853E-97 2.47172645E-98
0.9 2.78798857E-95 2.57191539E-98
1.0 3.95300997E-94 2.68894737E-98
1.1 1.72901981E-88 2.82737362E-98
1.2 1.00612175E-88 2.89314275E-98
1.3 2.65243287E-77 3.06332287E-98
1.4 1.54004863E-75 3.18075114E-98
1.5 7.22501989E-76 3.29070467E-98
1.6 3.36274124E-76 3.39619452E-98
1.7 2.85965266E-76 3.47220905E-98
1.8 3.17955412E-75 3.53778701E-98
1.9 2.44601880E-76 3.59347874E-98
2.0 9.13233239E-76 3.64500158E-98
