#int_mass winds winds_init
0.5 1.16086712E-97 9.30326089E-99
0.6 2.58117154E-36 1.37595366E-98
0.7 3.61652440E-35 1.57804088E-98
0.8 6.44469982E-35 1.77375355E-98
0.9 1.19190794E-34 1.95807279E-98
1.0 1.78413766E-34 2.13990533E-98
1.1 5.25824241E-35 2.24813704E-98
1.2 3.39725878E-34 2.50511526E-98
1.3 4.74704731E-34 2.68485680E-98
1.4 5.69909735E-34 2.86866660E-98
1.5 6.35827757E-34 3.06793489E-98
1.6 7.47422364E-34 3.24916615E-98
1.7 8.84660244E-34 3.32648831E-98
1.8 1.04151606E-33 3.37938140E-98
1.9 1.19527144E-33 3.42814780E-98
2.0 1.29426003E-33 3.47274810E-98
