#wind_eta winds winds_init
0.5 1.82177434E-97 1.93535195E-98
0.6 1.67638359E-97 2.19435567E-98
0.7 5.26389577E-50 2.39540481E-98
0.8 3.91720254E-47 2.59499881E-98
0.9 1.29985720E-37 2.70018447E-98
1.0 9.53893492E-40 2.82305318E-98
1.1 2.22491885E-38 2.96838316E-98
1.2 9.35351991E-40 3.03743239E-98
1.3 1.49388703E-39 3.21609990E-98
1.4 1.93747537E-39 3.33938467E-98
1.5 2.04218209E-39 3.45482191E-98
1.6 2.37657566E-39 3.56557285E-98
1.7 2.42036155E-39 3.64537845E-98
1.8 3.02645448E-39 3.71422698E-98
1.9 2.96458974E-39 3.77269622E-98
2.0 3.28353938E-39 3.82678866E-98
