#wind_eta winds winds_init
0.5 6.20363192E-98 1.82174304E-98
0.6 6.41487386E-98 2.06554274E-98
0.7 5.23856464E-98 2.25478991E-98
0.8 5.09139355E-98 2.44266736E-98
0.9 4.99764673E-98 2.54167841E-98
1.0 4.63396360E-98 2.65733449E-98
1.1 6.15892753E-98 2.79413332E-98
1.2 6.52786370E-98 2.85912923E-98
1.3 1.00918322E-83 3.02730861E-98
1.4 5.28696583E-82 3.14335632E-98
1.5 2.05917788E-82 3.25201717E-98
1.6 5.99045598E-83 3.35626682E-98
1.7 4.30768846E-83 3.43138767E-98
1.8 4.35425691E-82 3.49619466E-98
1.9 2.43709412E-83 3.55123165E-98
2.0 9.28640780E-83 3.60214875E-98
