#wind_eta winds winds_init
0.5 3.37451309E-06 3.37451309E-06
0.6 3.82611645E-06 3.82611645E-06
0.7 4.17666920E-06 4.17666920E-06
0.8 4.52467440E-06 4.52468476E-06
0.9 4.65721861E-06 4.70808829E-06
1.0 4.79381860E-06 4.92232429E-06
1.1 4.95620201E-06 5.17572416E-06
1.2 5.08182408E-06 5.29611959E-06
1.3 5.24398137E-06 5.60764735E-06
1.4 5.39201622E-06 5.82260879E-06
1.5 5.53985548E-06 6.02388716E-06
1.6 5.68634203E-06 6.21699441E-06
1.7 5.79523035E-06 6.35614483E-06
1.8 5.88978288E-06 6.47619032E-06
1.9 5.97108583E-06 6.57813830E-06
2.0 6.04811029E-06 6.67245481E-06
