#int_mass winds winds_init
0.5 4.81845589E-98 8.86229314E-99
0.6 1.85212582E-97 1.31073447E-98
0.7 2.25095614E-97 1.50324290E-98
0.8 2.29913270E-97 1.68967893E-98
0.9 2.80370354E-97 1.86526158E-98
1.0 2.90232471E-97 2.03847538E-98
1.1 2.98731095E-97 2.14157699E-98
1.2 3.53927773E-97 2.38637463E-98
1.3 3.89282790E-97 2.55759655E-98
1.4 3.81282756E-97 2.73269391E-98
1.5 4.06666819E-97 2.92251702E-98
1.6 4.12198587E-97 3.09515805E-98
1.7 4.60542240E-97 3.16881520E-98
1.8 4.73046665E-97 3.21920119E-98
1.9 4.63385935E-97 3.26565611E-98
2.0 4.59221479E-97 3.30814239E-98
