#wind_eta winds winds_init
0.5 2.01741991E-97 1.82174304E-98
0.6 4.19187496E-97 2.06554274E-98
0.7 4.27998373E-97 2.25478991E-98
0.8 4.40471673E-97 2.44266736E-98
0.9 4.34324777E-97 2.54167841E-98
1.0 4.80361168E-97 2.65733449E-98
1.1 4.96249271E-97 2.79413332E-98
1.2 4.86345332E-97 2.85912923E-98
1.3 5.38564513E-97 3.02730861E-98
1.4 5.60347236E-97 3.14335632E-98
1.5 5.90544488E-97 3.25201717E-98
1.6 6.01015230E-97 3.35626682E-98
1.7 5.99202753E-97 3.43138767E-98
1.8 5.90997406E-97 3.49619466E-98
1.9 5.92354568E-97 3.55123165E-98
2.0 5.97135509E-97 3.60214875E-98
