#wind_eta winds winds_init
0.5 9.91661904E-98 1.82174304E-98
0.6 9.38017344E-98 2.06554274E-98
0.7 1.46045763E-97 2.25478991E-98
0.8 1.80686134E-97 2.44266736E-98
0.9 2.07721982E-97 2.54167841E-98
1.0 1.94352306E-97 2.65733449E-98
1.1 1.79244484E-97 2.79413332E-98
1.2 1.71034886E-97 2.85912923E-98
1.3 1.35889707E-97 3.02730861E-98
1.4 1.30954445E-97 3.14335632E-98
1.5 1.47645359E-97 3.25201717E-98
1.6 1.55595958E-97 3.35626682E-98
1.7 1.43719584E-97 3.43138767E-98
1.8 1.52169594E-97 3.49619466E-98
1.9 1.48817956E-97 3.55123165E-98
2.0 1.39110681E-97 3.60214875E-98
