#int_mass winds winds_init
0.5 1.54960434E-98 8.86229314E-99
0.6 3.48340384E-55 1.31073447E-98
0.7 2.38902009E-48 1.50324290E-98
0.8 3.00624185E-48 1.68967893E-98
0.9 3.41176644E-48 1.86526158E-98
1.0 4.24428017E-48 2.03847538E-98
1.1 3.28123218E-48 2.14157699E-98
1.2 5.38600421E-48 2.38637463E-98
1.3 5.94226630E-48 2.55759655E-98
1.4 6.35773922E-48 2.73269391E-98
1.5 6.35271030E-48 2.92251702E-98
1.6 7.01992428E-48 3.09515805E-98
1.7 7.99875284E-48 3.16881520E-98
1.8 8.68297830E-48 3.21920119E-98
1.9 9.03295337E-48 3.26565611E-98
2.0 9.05893096E-48 3.30814239E-98
