#int_mass winds winds_init
0.5 2.00737245E-06 2.00737245E-06
0.6 3.02060740E-06 2.96890682E-06
0.7 3.60053908E-06 3.40495211E-06
0.8 4.13714760E-06 3.82724300E-06
0.9 4.62524468E-06 4.22495017E-06
1.0 5.09210257E-06 4.61729177E-06
1.1 5.24662755E-06 4.85082425E-06
1.2 5.98256227E-06 5.40530833E-06
1.3 6.40022696E-06 5.79313815E-06
1.4 6.81843734E-06 6.18974612E-06
1.5 7.26506901E-06 6.61970898E-06
1.6 7.66495839E-06 7.01075319E-06
1.7 7.83710798E-06 7.17759188E-06
1.8 7.95406992E-06 7.29171973E-06
1.9 8.06100449E-06 7.39694342E-06
2.0 8.15713751E-06 7.49317786E-06
