#int_mass winds winds_init
0.5 2.85800008E-98 8.86229314E-99
0.6 2.69113796E-56 1.31073447E-98
0.7 1.77221916E-49 1.50324290E-98
0.8 2.23880850E-49 1.68967893E-98
0.9 2.53762323E-49 1.86526158E-98
1.0 3.18707585E-49 2.03847538E-98
1.1 2.45333851E-49 2.14157699E-98
1.2 4.08008596E-49 2.38637463E-98
1.3 4.47802721E-49 2.55759655E-98
1.4 4.84000014E-49 2.73269391E-98
1.5 4.70250110E-49 2.92251702E-98
1.6 5.20859382E-49 3.09515805E-98
1.7 5.99623949E-49 3.16881520E-98
1.8 6.48948626E-49 3.21920119E-98
1.9 6.79867667E-49 3.26565611E-98
2.0 6.82650658E-49 3.30814239E-98
