#wind_eta winds winds_init
0.5 2.87632572E-98 1.82174304E-98
0.6 3.51223796E-98 2.06554274E-98
0.7 2.87986999E-98 2.25478991E-98
0.8 2.89548933E-98 2.44266736E-98
0.9 3.02607135E-98 2.54167841E-98
1.0 2.97194353E-98 2.65733449E-98
1.1 1.81815590E-77 2.79413332E-98
1.2 1.49643153E-77 2.85912923E-98
1.3 1.87237625E-73 3.02730861E-98
1.4 1.82962410E-72 3.14335632E-98
1.5 2.38049396E-72 3.25201717E-98
1.6 1.00481289E-72 3.35626682E-98
1.7 8.13252010E-73 3.43138767E-98
1.8 1.75345642E-72 3.49619466E-98
1.9 7.64071318E-73 3.55123165E-98
2.0 1.49176638E-72 3.60214875E-98
