#wind_eta winds winds_init
0.5 3.41599139E-05 3.41599139E-05
0.6 3.87314569E-05 3.87314569E-05
0.7 4.22800732E-05 4.22800732E-05
0.8 4.58029848E-05 4.58030055E-05
0.9 4.69170676E-05 4.76595841E-05
1.0 4.82431027E-05 4.98282773E-05
1.1 4.99567387E-05 5.23934230E-05
1.2 5.12333895E-05 5.36121758E-05
1.3 5.31358766E-05 5.67657453E-05
1.4 5.48328914E-05 5.89417820E-05
1.5 5.65337488E-05 6.09793061E-05
1.6 5.82260529E-05 6.29341147E-05
1.7 5.94646295E-05 6.43427227E-05
1.8 6.05385843E-05 6.55579331E-05
1.9 6.14573936E-05 6.65899441E-05
2.0 6.23244731E-05 6.75447022E-05
