#int_mass winds winds_init
0.5 8.27627255E-98 8.86229314E-99
0.6 1.85139404E-97 1.31073447E-98
0.7 2.04953169E-97 1.50324290E-98
0.8 2.07056493E-97 1.68967893E-98
0.9 2.18664813E-97 1.86526158E-98
1.0 2.37503617E-97 2.03847538E-98
1.1 2.66588367E-97 2.14157699E-98
1.2 2.56911359E-97 2.38637463E-98
1.3 3.13450778E-97 2.55759655E-98
1.4 3.50273944E-97 2.73269391E-98
1.5 3.67124949E-97 2.92251702E-98
1.6 3.82167951E-97 3.09515805E-98
1.7 4.13410601E-97 3.16881520E-98
1.8 4.12428279E-97 3.21920119E-98
1.9 4.16085179E-97 3.26565611E-98
2.0 4.48920895E-97 3.30814239E-98
