#wind_eta winds winds_init
0.5 2.77188876E-98 1.82174304E-98
0.6 3.62578207E-98 2.06554274E-98
0.7 1.43489937E-88 2.25478991E-98
0.8 3.17275353E-97 2.44266736E-98
0.9 2.00680897E-81 2.54167841E-98
1.0 3.71433585E-85 2.65733449E-98
1.1 8.20370717E-77 2.79413332E-98
1.2 5.71712964E-77 2.85912923E-98
1.3 1.38033431E-65 3.02730861E-98
1.4 2.59827198E-64 3.14335632E-98
1.5 3.06455436E-64 3.25201717E-98
1.6 1.82372801E-64 3.35626682E-98
1.7 1.63640305E-64 3.43138767E-98
1.8 5.41929558E-64 3.49619466E-98
1.9 1.93551696E-64 3.55123165E-98
2.0 4.53051478E-64 3.60214875E-98
