#int_mass winds winds_init
0.5 4.69194697E-04 4.69194690E-04
0.6 6.91853370E-04 6.93939641E-04
0.7 7.87694028E-04 7.95859013E-04
0.8 8.81284650E-04 8.94563485E-04
0.9 9.70043194E-04 9.87521868E-04
1.0 1.05808922E-03 1.07922612E-03
1.1 1.11747570E-03 1.13381101E-03
1.2 1.23654336E-03 1.26341376E-03
1.3 1.32514224E-03 1.35406345E-03
1.4 1.41615784E-03 1.44676491E-03
1.5 1.51522479E-03 1.54726260E-03
1.6 1.60556067E-03 1.63866361E-03
1.7 1.64376831E-03 1.67765977E-03
1.8 1.66981258E-03 1.70433553E-03
1.9 1.69386110E-03 1.72893007E-03
2.0 1.71600395E-03 1.75142350E-03
