#wind_eta winds winds_init
0.5 4.13359654E-98 1.82174304E-98
0.6 1.15270910E-97 2.06554274E-98
0.7 1.23630053E-58 2.25478991E-98
0.8 6.10414538E-55 2.44266736E-98
0.9 9.90828926E-49 2.54167841E-98
1.0 1.68269518E-45 2.65733449E-98
1.1 1.68006114E-45 2.79413332E-98
1.2 1.65783551E-45 2.85912923E-98
1.3 2.25722949E-45 3.02730861E-98
1.4 3.20399115E-45 3.14335632E-98
1.5 3.09804890E-45 3.25201717E-98
1.6 3.83877041E-45 3.35626682E-98
1.7 3.48452388E-45 3.43138767E-98
1.8 4.41719268E-45 3.49619466E-98
1.9 4.35747928E-45 3.55123165E-98
2.0 4.81790629E-45 3.60214875E-98
