#int_mass winds winds_init
0.5 1.09882818E-98 8.86229314E-99
0.6 8.33232082E-95 1.31073447E-98
0.7 5.23646697E-95 1.50324290E-98
0.8 1.09133892E-86 1.68967893E-98
0.9 2.78410486E-85 1.86526158E-98
1.0 3.55522155E-75 2.03847538E-98
1.1 2.36804116E-85 2.14157699E-98
1.2 6.61976432E-71 2.38637463E-98
1.3 3.84931733E-71 2.55759655E-98
1.4 2.52115883E-71 2.73269391E-98
1.5 4.35603622E-71 2.92251702E-98
1.6 6.00073594E-71 3.09515805E-98
1.7 2.30005473E-69 3.16881520E-98
1.8 2.99988076E-71 3.21920119E-98
1.9 2.98427249E-71 3.26565611E-98
2.0 6.22098401E-71 3.30814239E-98
