#wind_eta winds winds_init
0.5 4.69837177E-19 1.94072183E-98
0.6 1.99865172E-23 2.20044418E-98
0.7 5.58617113E-14 2.40205116E-98
0.8 3.70157325E-10 2.60219896E-98
0.9 1.52491706E-06 2.70767647E-98
1.0 4.71917199E-06 2.83088609E-98
1.1 9.38099073E-06 2.97661931E-98
1.2 9.24224495E-06 3.04586013E-98
1.3 1.81481021E-05 3.22502337E-98
1.4 2.27235571E-05 3.34865021E-98
1.5 2.66779454E-05 3.46440774E-98
1.6 3.02741144E-05 3.57546597E-98
1.7 3.27087532E-05 3.65549300E-98
1.8 3.47958710E-05 3.72453256E-98
1.9 3.65252649E-05 3.78316404E-98
2.0 3.79933037E-05 3.83740656E-98
